"lienhub_account_no","lienhub_owner","lienhub_situs_address","lienhub_situs_city","lienhub_situs_zip","lienhub_cert_number","lienhub_face_amount","lienhub_status","live_match_found","live_total_due","live_zip","live_snapshot_date","still_delinquent"
"025345-0000","","6926 CORDAY RD JACKSONVILLE 32208-",,"32208-",,"2168.81","","False","0",,,"False"
"026498-0000","","5787 TEELER AVE JACKSONVILLE 32208-",,"32208-",,"2169.11","","False","0",,,"False"
"032558-0000","","1244 NORTH SHORE DR JACKSONVILLE 32208-",,"32208-",,"2170.23","","False","0",,,"False"
"022904-0000","","835 CARROLLTON RD JACKSONVILLE 32208-",,"32208-",,"2171.89","","False","0",,,"False"
"019621-0040","","17142 BOBCAT HIDEAWAY TRL JACKSONVILLE 32218-",,"32218-",,"2174.79","","False","0",,,"False"
"044260-0040","","11249 IRMA RD JACKSONVILLE 32218-",,"32218-",,"2175","","False","0",,,"False"
"036152-0000","","9062 7TH AVE JACKSONVILLE 32208-",,"32208-",,"2176.7","","False","0",,,"False"
"150313-0000","","7015 CATALONIA AVE JACKSONVILLE 32217-",,"32217-",,"2176.82","","False","0",,,"False"
"038574-0000","","9276 GREENLEAF RD JACKSONVILLE 32208-",,"32208-",,"2177.68","","False","0",,,"False"
"037023-0020","","9141 ADAMS AVE JACKSONVILLE 32208-",,"32208-",,"2178.06","","False","0",,,"False"
"149206-0370","","7701 TIMBERLIN PARK BLVD 934 JACKSONVILLE 32256-",,"32256-",,"2178.6","","False","0",,,"False"
"044280-9685","","11524 CITRUS COVE CT JACKSONVILLE 32218-",,"32218-",,"2179.24","","False","0",,,"False"
"125081-0000","","2229 E HOME PARK CIR JACKSONVILLE 32207-",,"32207-",,"2179.4","","False","0",,,"False"
"040973-0000","","5067 S LINCOLN CIR JACKSONVILLE 32209-",,"32209-",,"2180.6","","False","0",,,"False"
"036305-0000","","8670 3RD AVE JACKSONVILLE 32208-",,"32208-",,"2181.06","","False","0",,,"False"
"149016-7070","","3801 CROWN POINT RD 1103 JACKSONVILLE 32257-",,"32257-",,"2181.86","","False","0",,,"False"
"033191-0000","","8070 WAKEFIELD AVE JACKSONVILLE 32208-",,"32208-",,"2182.5","","False","0",,,"False"
"162157-1072","","1427 W BLACKHAWK TRL JACKSONVILLE 32225-",,"32225-",,"2183.25","","False","0",,,"False"
"044831-0450","","2525 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"2183.47","","False","0",,,"False"
"028042-0000","","5831 BEGONIA RD JACKSONVILLE 32209-",,"32209-",,"2183.55","","False","0",,,"False"
"163488-0000","","3200 ANNISTON RD JACKSONVILLE 32246-",,"32246-",,"2184","","False","0",,,"False"
"038089-0000","","5016 TALLYHO AVE JACKSONVILLE 32208-",,"32208-",,"2184.78","","False","0",,,"False"
"143372-0000","","1439 ALETHA DR JACKSONVILLE 32211-",,"32211-",,"2184.81","","False","0",,,"False"
"041916-0705","","5349 N TUBMAN DR JACKSONVILLE 32219-",,"32219-",,"2185.06","","False","0",,,"False"
"111152-0000","","5630 ALTA ST JACKSONVILLE 32208-",,"32208-",,"2185.98","","False","0",,,"False"
"084368-0000","","3729 N CANAL ST JACKSONVILLE 32209-",,"32209-",,"2186.51","","False","0",,,"False"
"037829-0000","","4681 FREDERICKSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2188.03","","False","0",,,"False"
"104822-0000","","4036 BLANDING BLVD JACKSONVILLE 32210-",,"32210-",,"2190.06","","False","0",,,"False"
"130473-0000","","2927 REDMOND AVE JACKSONVILLE 32207-",,"32207-",,"2190.09","","False","0",,,"False"
"004018-0600","","7412 SYCAMORE ST JACKSONVILLE 32219-",,"32219-",,"2191.05","","False","0",,,"False"
"019622-0065","","3324 LANNIE RD JACKSONVILLE 32218-",,"32218-",,"2191.11","","False","0",,,"False"
"076877-0000","","2025 YULEE ST JACKSONVILLE 32209-",,"32209-",,"2191.72","","False","0",,,"False"
"083816-0000","","5238 CHENANGO BLVD JACKSONVILLE 32254-",,"32254-",,"2192.37","","False","0",,,"False"
"032241-0000","","1730 BASSETT RD JACKSONVILLE 32208-",,"32208-",,"2193.73","","False","0",,,"False"
"163652-0000","","S ST JOHNS BLUFF RD JACKSONVILLE 32246-",,"32246-",,"2195.37","","False","0",,,"False"
"028042-0000","","5831 BEGONIA RD JACKSONVILLE 32209-",,"32209-",,"2195.59","","False","0",,,"False"
"033549-0000","","717 E 56TH ST JACKSONVILLE 32208-",,"32208-",,"2196.38","","False","0",,,"False"
"070939-0010","","115 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"2196.4","","False","0",,,"False"
"093834-0000","","4315 PALMER AVE JACKSONVILLE 32210-",,"32210-",,"2196.68","","False","0",,,"False"
"034903-0000","","39 W 58TH ST JACKSONVILLE 32208-",,"32208-",,"2196.76","","False","0",,,"False"
"130814-0000","","754 SPEARING ST JACKSONVILLE 32202-",,"32202-",,"2197.48","","False","0",,,"False"
"042076-0000","","5208 W MONCRIEF RD JACKSONVILLE 32209-",,"32209-",,"2198.03","","False","0",,,"False"
"039612-0000","","8563 DARLINGTON DR JACKSONVILLE 32208-",,"32208-",,"2199","","False","0",,,"False"
"040697-0000","","7127 W RHODE ISLAND DR JACKSONVILLE 32209-",,"32209-",,"2199.16","","False","0",,,"False"
"013165-0010","","4530 LAMBING RD JACKSONVILLE 32210-",,"32210-",,"2199.24","","False","0",,,"False"
"024230-0000","","7506 LUEDERS AVE JACKSONVILLE 32208-",,"32208-",,"2200.36","","False","0",,,"False"
"051833-0000","","1999 W 4TH ST JACKSONVILLE 32209-",,"32209-",,"2200.73","","False","0",,,"False"
"032045-0000","","4652 NELMAR PL JACKSONVILLE 32206-",,"32206-",,"2200.79","","False","0",,,"False"
"019690-0155","","13139 COLE CT JACKSONVILLE 32218-",,"32218-",,"2201.24","","False","0",,,"False"
"015994-0020","","7569 PARK CITY DR JACKSONVILLE 32244-",,"32244-",,"2201.32","","False","0",,,"False"
"027557-0000","","140 W 42ND ST JACKSONVILLE 32208-",,"32208-",,"2202.68","","False","0",,,"False"
"026319-0000","","1800 ROWE AVE JACKSONVILLE 32208-",,"32208-",,"2203.1","","False","0",,,"False"
"015371-0030","","6220 CONNIE JEAN RD JACKSONVILLE 32222-",,"32222-",,"2203.64","","False","0",,,"False"
"103529-6580","","5864 LISKA DR JACKSONVILLE 32244-",,"32244-",,"2205.57","","False","0",,,"False"
"104274-0000","","6341 W PENNANT DR JACKSONVILLE 32244-",,"32244-",,"2206.73","","False","0",,,"False"
"084053-0010","","3636 OLD KINGS RD JACKSONVILLE 32254-",,"32254-",,"2207.1","","False","0",,,"False"
"020282-0230","","10710 MEADOWLEA DR JACKSONVILLE 32218-",,"32218-",,"2207.15","","False","0",,,"False"
"010105-0000","","2002 FOURAKER RD JACKSONVILLE 32210-",,"32210-",,"2209.25","","False","0",,,"False"
"063504-0000","","3158 ROSSELLE ST JACKSONVILLE 32205-",,"32205-",,"2209.25","","False","0",,,"False"
"158136-2012","","MARBON RD JACKSONVILLE 32223-",,"32223-",,"2209.59","","False","0",,,"False"
"026444-0010","","1987 ROWE AVE JACKSONVILLE 32208-",,"32208-",,"2210.02","","False","0",,,"False"
"028624-0000","","5724 LIPPIA CT JACKSONVILLE 32209-",,"32209-",,"2211.37","","False","0",,,"False"
"000971-4095","","16584 WARING BLVD JACKSONVILLE 32234-",,"32234-",,"2212.52","","False","0",,,"False"
"038902-0000","","9613 EVESHAM RD JACKSONVILLE 32208-",,"32208-",,"2212.59","","False","0",,,"False"
"161385-0000","","1569 E HOLLY OAKS LAKE RD JACKSONVILLE 32225-",,"32225-",,"2214.14","","False","0",,,"False"
"036223-0000","","8776 5TH AVE JACKSONVILLE 32208-",,"32208-",,"2215.53","","False","0",,,"False"
"071025-0000","","MAIN ST JACKSONVILLE 32206-",,"32206-",,"2215.7","","False","0",,,"False"
"071612-0000","","1734 LAURA ST JACKSONVILLE 32206-",,"32206-",,"2215.98","","False","0",,,"False"
"038426-0000","","9022 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"2216.17","","False","0",,,"False"
"162883-0153","","367 GREENCASTLE RD 76 JACKSONVILLE 32225-",,"32225-",,"2217.01","","False","0",,,"False"
"044281-0374","","11531 CRICKET CT JACKSONVILLE 32218-",,"32218-",,"2217.51","","False","0",,,"False"
"036064-0000","","9048 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"2217.75","","False","0",,,"False"
"036011-0000","","9166 3RD AVE JACKSONVILLE 32208-",,"32208-",,"2218.42","","False","0",,,"False"
"059434-0000","","970 DOUGLAS CIR JACKSONVILLE 32254-",,"32254-",,"2218.95","","False","0",,,"False"
"060096-0000","","5420 LOIS AVE JACKSONVILLE 32205-",,"32205-",,"2222.25","","False","0",,,"False"
"021035-0000","","2791 BROWARD RD JACKSONVILLE 32218-",,"32218-",,"2222.51","","False","0",,,"False"
"094871-0000","","5218 COLONIAL AVE JACKSONVILLE 32210-",,"32210-",,"2222.55","","False","0",,,"False"
"143844-0000","","329 CENTURY ST JACKSONVILLE 32211-",,"32211-",,"2222.89","","False","0",,,"False"
"020688-0010","","24 CLARK RD JACKSONVILLE 32218-",,"32218-",,"2223","","False","0",,,"False"
"141583-0000","","6848 S BRANDEMERE RD JACKSONVILLE 32211-",,"32211-",,"2223.87","","False","0",,,"False"
"041225-0000","","6808 E HOMER RD JACKSONVILLE 32209-",,"32209-",,"2224.91","","False","0",,,"False"
"037033-0000","","1807 CLYDE ST JACKSONVILLE 32208-",,"32208-",,"2225.01","","False","0",,,"False"
"086541-0000","","3811 PERRY ST JACKSONVILLE 32206-",,"32206-",,"2225.81","","False","0",,,"False"
"016258-0000","","TAYLOR FIELD RD JACKSONVILLE 32222-",,"32222-",,"2225.94","","False","0",,,"False"
"027028-0000","","7634 ORIOLE ST JACKSONVILLE 32208-",,"32208-",,"2225.99","","False","0",,,"False"
"070307-0000","","3821 ROBSON ST JACKSONVILLE 32207-",,"32207-",,"2226.21","","False","0",,,"False"
"157968-0000","","12832 OLD ST AUGUSTINE RD JACKSONVILLE 32258-2237",,"32258-2237",,"2228.67","","False","0",,,"False"
"112979-0000","","FT CAROLINE RD JACKSONVILLE 32225-",,"32225-",,"2229.87","","False","0",,,"False"
"086216-0000","","2199 BENEDICT RD JACKSONVILLE 32209-",,"32209-",,"2230.87","","False","0",,,"False"
"148106-0775","","4915 BAYMEADOWS RD 8B JACKSONVILLE 32217-",,"32217-",,"2231.08","","False","0",,,"False"
"036725-0000","","2319 BROOM ST JACKSONVILLE 32208-",,"32208-",,"2231.4","","False","0",,,"False"
"039698-0000","","8522 OAK LEAF RD JACKSONVILLE 32208-",,"32208-",,"2231.83","","False","0",,,"False"
"025010-0000","","6831 RESTLAWN DR JACKSONVILLE 32208-",,"32208-",,"2232.41","","False","0",,,"False"
"001142-0400","","S US 301 HWY JACKSONVILLE 32234-",,"32234-",,"2232.57","","False","0",,,"False"
"020688-0000","","8 CLARK RD JACKSONVILLE 32218-",,"32218-",,"2232.61","","False","0",,,"False"
"031508-0000","","258 E 45TH ST JACKSONVILLE 32208-",,"32208-",,"2233.73","","False","0",,,"False"
"120609-2476","","7920 MERRILL RD 1014 JACKSONVILLE 32277-",,"32277-",,"2235.92","","False","0",,,"False"
"059082-0000","","3536 ROCKWOOD DR JACKSONVILLE 32254-",,"32254-",,"2237.12","","False","0",,,"False"
"050026-0000","","3058 W 9TH ST JACKSONVILLE 32254-",,"32254-",,"2238.02","","False","0",,,"False"
"024586-0000","","1637 CHATHAM RD JACKSONVILLE 32208-",,"32208-",,"2238.35","","True","6909.28","32256","2025-12-10","True"
"008897-8320","","1219 W SUMMIT OAKS DR JACKSONVILLE 32221-",,"32221-",,"2238.83","","False","0",,,"False"
"045480-0000","","2811 N DAVIS ST JACKSONVILLE 32209-",,"32209-",,"2239.58","","False","0",,,"False"
"128551-0000","","5532 WINDERMERE DR JACKSONVILLE 32211-",,"32211-",,"2240.7","","False","0",,,"False"
"160819-0120","","HIDDEN MARSH CT JACKSONVILLE 32226-",,"32226-",,"2243.13","","False","0",,,"False"
"038019-0000","","5078 FREDERICKSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2243.16","","False","0",,,"False"
"041109-0000","","4149 LOCKHART DR JACKSONVILLE 32209-",,"32209-",,"2243.38","","False","0",,,"False"
"095391-0000","","3115 LAKE SHORE BLVD JACKSONVILLE 32210-",,"32210-",,"2244.26","","False","0",,,"False"
"039741-0000","","4313 HARBOR VIEW DR JACKSONVILLE 32208-",,"32208-",,"2244.54","","False","0",,,"False"
"046448-0000","","1517 W 14TH ST JACKSONVILLE 32209-",,"32209-",,"2244.57","","False","0",,,"False"
"026593-0000","","1208 IDA ST JACKSONVILLE 32208-",,"32208-",,"2244.65","","False","0",,,"False"
"066623-0000","","5015 ALPHA AVE JACKSONVILLE 32205-",,"32205-",,"2245.04","","False","0",,,"False"
"023082-0000","","3344 SOUTEL DR JACKSONVILLE 32208-",,"32208-",,"2246.25","","False","0",,,"False"
"158927-1066","","3737 LORETTO RD 402 JACKSONVILLE 32223-",,"32223-",,"2246.38","","False","0",,,"False"
"148152-1266","","4335 S PLAZA GATE LN 201 JACKSONVILLE 32217-",,"32217-",,"2246.94","","False","0",,,"False"
"168465-0000","","1114 NANTUCKET AVE JACKSONVILLE 32233-",,"32233-",,"2247.67","","False","0",,,"False"
"039724-0000","","8540 HOWELL DR JACKSONVILLE 32208-",,"32208-",,"2247.82","","False","0",,,"False"
"086140-0000","","2158 WILBERFORCE RD JACKSONVILLE 32209-",,"32209-",,"2248.2","","False","0",,,"False"
"011328-0000","","6725 ARQUES RD JACKSONVILLE 32205-",,"32205-",,"2248.83","","False","0",,,"False"
"120609-2476","","7920 MERRILL RD 1014 JACKSONVILLE 32277-",,"32277-",,"2249.18","","False","0",,,"False"
"137922-0000","","2547 STEIN ST JACKSONVILLE 32216-",,"32216-",,"2250.87","","False","0",,,"False"
"065402-0000","","4603 TUNIS ST JACKSONVILLE 32205-",,"32205-",,"2251.71","","False","0",,,"False"
"030290-0006","","5911 N JOHN F KENNEDY DR JACKSONVILLE 32219-",,"32219-",,"2252.52","","False","0",,,"False"
"160265-0000","","HARBOUR NORTH CT JACKSONVILLE 32225-",,"32225-",,"2252.62","","False","0",,,"False"
"072053-0000","","1929 PERRY ST JACKSONVILLE 32206-",,"32206-",,"2253.69","","False","0",,,"False"
"037404-0010","","8790 JEFFERSON AVE JACKSONVILLE 32208-",,"32208-",,"2254.77","","False","0",,,"False"
"028042-0000","","5831 BEGONIA RD JACKSONVILLE 32209-",,"32209-",,"2254.81","","False","0",,,"False"
"087823-0000","","4544 PEARL ST JACKSONVILLE 32206-",,"32206-",,"2254.88","","False","0",,,"False"
"061023-0000","","3259 DELLWOOD AVE JACKSONVILLE 32205-",,"32205-",,"2255.8","","False","0",,,"False"
"005333-0000","","347 BEVERLY LN JACKSONVILLE 32254-",,"32254-",,"2256.23","","False","0",,,"False"
"042177-0084","","6974 ROBERT F KENNEDY CIR JACKSONVILLE 32209-",,"32209-",,"2256.34","","False","0",,,"False"
"091940-0010","","DANCY ST JACKSONVILLE 32205-",,"32205-",,"2257.81","","False","0",,,"False"
"038359-0000","","9427 SPOTTSWOOD RD JACKSONVILLE 32208-",,"32208-",,"2258.95","","False","0",,,"False"
"013351-0015","","8338 SUSIE ST B JACKSONVILLE 32210-",,"32210-",,"2259.33","","False","0",,,"False"
"167316-4310","","13146 N ANNANDALE DR JACKSONVILLE 32225-",,"32225-",,"2259.8","","False","0",,,"False"
"024949-0000","","2260 FOREST HILLS RD JACKSONVILLE 32208-",,"32208-",,"2260.61","","False","0",,,"False"
"128733-0000","","1814 N UNIVERSITY BLVD JACKSONVILLE 32211-",,"32211-",,"2261.73","","False","0",,,"False"
"088364-0000","","4019 MONCRIEF RD JACKSONVILLE 32209-",,"32209-",,"2263.19","","False","0",,,"False"
"030290-0050","","5933 CHARLES D EVERS DR JACKSONVILLE 32219-",,"32219-",,"2263.83","","False","0",,,"False"
"033163-0000","","262 W 66TH ST JACKSONVILLE 32208-",,"32208-",,"2263.92","","False","0",,,"False"
"009724-0000","","7921 LORIENT DR JACKSONVILLE 32210-",,"32210-",,"2264.32","","False","0",,,"False"
"053426-0000","","2036 W DURKEE DR JACKSONVILLE 32209-",,"32209-",,"2264.78","","False","0",,,"False"
"165288-5020","","11506 DELEGATE CT JACKSONVILLE 32246-",,"32246-",,"2265.86","","False","0",,,"False"
"087211-0000","","1843 W 24TH ST JACKSONVILLE 32209-",,"32209-",,"2265.9","","False","0",,,"False"
"098338-0050","","5726 HURDIA RD JACKSONVILLE 32244-",,"32244-",,"2267.66","","False","0",,,"False"
"063027-0000","","2856 GILMORE ST JACKSONVILLE 32205-",,"32205-",,"2268.12","","False","0",,,"False"
"020507-0000","","2839 MYRTIS RD JACKSONVILLE 32218-",,"32218-",,"2268.49","","False","0",,,"False"
"025776-0000","","2811 AUBREY AVE JACKSONVILLE 32208-",,"32208-",,"2269.38","","False","0",,,"False"
"003475-0000","","6859 OLD KINGS RD JACKSONVILLE 32219-",,"32219-",,"2272.35","","False","0",,,"False"
"059389-0100","","475 S ELLIS RD JACKSONVILLE 32254-",,"32254-",,"2273.79","","False","0",,,"False"
"045967-0000","","1597 W 19TH ST JACKSONVILLE 32209-",,"32209-",,"2274.53","","False","0",,,"False"
"002893-1000","","7563 JONES RD JACKSONVILLE 32219-",,"32219-",,"2275.44","","False","0",,,"False"
"168936-0000","","2983 MAYPORT RD JACKSONVILLE 32233-",,"32233-",,"2275.78","","False","0",,,"False"
"018470-0000","","2402 S LANE AVE JACKSONVILLE 32210-",,"32210-",,"2276.49","","False","0",,,"False"
"004264-0900","","11630 SIMMONS RD JACKSONVILLE 32218-",,"32218-",,"2276.51","","False","0",,,"False"
"042006-0000","","6223 WOODLAWN CT JACKSONVILLE 32209-",,"32209-",,"2277.52","","False","0",,,"False"
"154039-8650","","3857 MISSION DR 7 JACKSONVILLE 32217-",,"32217-",,"2279.6","","False","0",,,"False"
"004398-0000","","3159 N LANE AVE JACKSONVILLE 32254-",,"32254-",,"2280.98","","False","0",,,"False"
"095562-0000","","5007 E DIAN WOOD DR JACKSONVILLE 32210-",,"32210-",,"2280.99","","False","0",,,"False"
"038115-0000","","5033 PRINCELY AVE JACKSONVILLE 32208-",,"32208-",,"2281.38","","False","0",,,"False"
"043535-0000","","2417 QUAIL AVE JACKSONVILLE 32218-",,"32218-",,"2281.4","","False","0",,,"False"
"109463-0000","","11269 N MAIN ST JACKSONVILLE 32218-",,"32218-",,"2281.44","","False","0",,,"False"
"022279-0000","","NEW KINGS RD JACKSONVILLE 32219-",,"32219-",,"2283.52","","False","0",,,"False"
"120609-2476","","7920 MERRILL RD 1014 JACKSONVILLE 32277-",,"32277-",,"2283.58","","False","0",,,"False"
"055852-0000","","2305 W BEAVER ST JACKSONVILLE 32209-",,"32209-",,"2283.85","","False","0",,,"False"
"038009-0000","","8959 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"2284.52","","False","0",,,"False"
"114416-0000","","1312 FRANKLIN ST JACKSONVILLE 32206-",,"32206-",,"2284.64","","False","0",,,"False"
"030290-0010","","5929 N JOHN F KENNEDY DR JACKSONVILLE 32219-",,"32219-",,"2285.87","","False","0",,,"False"
"020282-2995","","10585 MAIDSTONE COVE DR JACKSONVILLE 32218-",,"32218-",,"2286.24","","False","0",,,"False"
"010773-0000","","957 GRANVILLE RD JACKSONVILLE 32205-",,"32205-",,"2287.14","","False","0",,,"False"
"072406-0000","","1533 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"2287.51","","False","0",,,"False"
"031001-0000","","5714 POITIER DR JACKSONVILLE 32209-",,"32209-",,"2287.84","","False","0",,,"False"
"059409-0000","","5525 HARROLD AVE JACKSONVILLE 32254-",,"32254-",,"2288.49","","False","0",,,"False"
"004640-0010","","9675 COMMONWEALTH AVE JACKSONVILLE 32220-",,"32220-",,"2288.8","","False","0",,,"False"
"106700-0000","","12595 PULASKI RD JACKSONVILLE 32218-",,"32218-",,"2288.81","","False","0",,,"False"
"160575-0000","","4408 BLUFF AVE JACKSONVILLE 32225-",,"32225-",,"2288.9","","False","0",,,"False"
"029676-0000","","9545 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"2289.4","","False","0",,,"False"
"035029-0000","","275 W 62ND ST JACKSONVILLE 32208-",,"32208-",,"2289.89","","False","0",,,"False"
"114853-0000","","1512 EVERGREEN AVE JACKSONVILLE 32206-",,"32206-",,"2290.04","","False","0",,,"False"
"103740-0000","","5230 ORTEGA FARMS BLVD JACKSONVILLE 32210-",,"32210-",,"2290.12","","False","0",,,"False"
"024672-0000","","8117 MERIVALE RD JACKSONVILLE 32208-",,"32208-",,"2290.45","","False","0",,,"False"
"167749-0230","","9831 DEL WEBB PKWY 4208 JACKSONVILLE 32256-",,"32256-",,"2291.43","","False","0",,,"False"
"025524-0000","","6726 CAVALIER RD JACKSONVILLE 32208-",,"32208-",,"2292.93","","False","0",,,"False"
"066732-0000","","6011 MARSHA DR JACKSONVILLE 32205-",,"32205-",,"2293.01","","False","0",,,"False"
"084207-0000","","1985 W 30TH ST JACKSONVILLE 32209-",,"32209-",,"2293.69","","False","0",,,"False"
"136812-0010","","2009 ART MUSEUM DR JACKSONVILLE 32207-",,"32207-",,"2294.39","","False","0",,,"False"
"038709-0000","","5404 ROANOKE BLVD JACKSONVILLE 32208-",,"32208-",,"2294.46","","False","0",,,"False"
"039457-0000","","4811 EVANSTON RD JACKSONVILLE 32208-",,"32208-",,"2294.46","","False","0",,,"False"
"154039-8084","","6655 BELL TOWER CT 4 JACKSONVILLE 32217-",,"32217-",,"2296.37","","False","0",,,"False"
"070490-0000","","816 N BROAD ST JACKSONVILLE 32202-",,"32202-",,"2298.53","","False","0",,,"False"
"131555-0000","","1803 E 25TH ST JACKSONVILLE 32206-",,"32206-",,"2299.75","","False","0",,,"False"
"059640-0065","","5673 NORMANDY BLVD JACKSONVILLE 32205-",,"32205-",,"2300.1","","False","0",,,"False"
"028042-0000","","5831 BEGONIA RD JACKSONVILLE 32209-",,"32209-",,"2303.6","","False","0",,,"False"
"022356-0000","","6050 W MONCRIEF RD JACKSONVILLE 32219-",,"32219-",,"2303.7","","False","0",,,"False"
"072922-0100","","1051 WALNUT ST JACKSONVILLE 32206-",,"32206-",,"2303.99","","False","0",,,"False"
"136163-1562","","8601 BEACH BLVD 112 JACKSONVILLE 32216-",,"32216-",,"2304.51","","False","0",,,"False"
"041535-0000","","7462 RICHARDSON RD JACKSONVILLE 32209-",,"32209-",,"2304.93","","False","0",,,"False"
"145267-0000","","7216 SILVER LAKE TER JACKSONVILLE 32216-",,"32216-",,"2305.4","","False","0",,,"False"
"024465-0000","","8139 WHITE PLAINS RD JACKSONVILLE 32208-",,"32208-",,"2306.2","","False","0",,,"False"
"058277-0000","","3330 COLUMBUS AVE JACKSONVILLE 32254-",,"32254-",,"2307.21","","False","0",,,"False"
